Unnamed: 0,NAME,HAND_pit,G_SIDE_pit,PA_SIDE_pit,AB_SIDE_pit,H_SIDE_pit,1B_SIDE_pit,2B_SIDE_pit,3B_SIDE_pit,HR_SIDE_pit,TB_SIDE_pit,SO_SIDE_pit,BB_SIDE_pit,HBP_SIDE_pit,SF_SIDE_pit,SH_SIDE_pit,DP_SIDE_pit,FB%_SIDE_pit,GB%_SIDE_pit,LD%_SIDE_pit,POP%_SIDE_pit,ISO_SIDE_pit,AVG_SIDE_pit,OBP_SIDE_pit,SLG_SIDE_pit,TAV_SIDE_pit,BASES_VS_AB_pit
0,AARON LOUP,L,2,5,4,2,1,1,0,0,3,0,0,1,0,0,0,0.0,50.0,50.0,0.0,0.25,0.5,0.6,0.75,0.469,0.6
1,AARON LOUP,R,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009000000000000001,0.0
2,AARON NOLA,L,1,13,11,2,2,0,0,0,2,4,2,0,0,0,0,14.29,71.43,0.0,14.29,0.0,0.182,0.308,0.182,0.198,0.3076923076923077
3,AARON NOLA,R,1,10,7,0,0,0,0,0,0,4,3,0,0,0,0,33.33,33.33,33.33,0.0,0.0,0.0,0.3,0.0,0.171,0.3
4,AARON SANCHEZ,L,1,6,5,0,0,0,0,0,0,3,1,0,0,0,0,50.0,50.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.0,0.10800000000000001,0.16666666666666666
5,AARON SANCHEZ,R,1,15,12,3,3,0,0,0,3,3,2,1,0,0,0,44.44,33.33,22.22,0.0,0.0,0.25,0.4,0.25,0.26,0.3333333333333333
6,ADALBERTO MEJIA,R,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0
7,ADAM CIMBER,R,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
8,ADAM CONLEY,L,2,6,6,3,0,2,1,0,7,0,0,0,0,0,0,0.0,33.33,66.67,0.0,0.667,0.5,0.5,1.167,0.638,1.1666666666666667
9,ADAM CONLEY,R,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-0.03,0.0
10,ADAM KOLAREK,L,2,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0.0,33.33,66.67,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.24100000000000002,0.3333333333333333
11,ADAM KOLAREK,R,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.573,1.0
12,ADAM MORGAN,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.0
13,ADAM OTTAVINO,L,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0
14,ADAM OTTAVINO,R,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0
15,ALEX CLAUDIO,L,2,4,3,1,1,0,0,0,1,0,1,0,0,0,0,33.33,66.67,0.0,0.0,0.0,0.33299999999999996,0.5,0.33299999999999996,0.332,0.5
16,ALEX CLAUDIO,R,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.125,0.0
17,ALEX COLOME,L,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0
18,ALEX COLOME,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0
19,ALEXANDER REYES,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011000000000000001,0.0
20,ALEXANDER REYES,R,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-0.011000000000000001,0.0
21,ALEX WILSON,R,1,4,4,0,0,0,0,0,0,2,0,0,0,0,0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.0
22,AMIR GARRETT,L,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0
23,ANDREW CASHNER,L,1,5,4,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.2,0.0,0.11800000000000001,0.2
24,ANDREW CASHNER,R,1,15,12,6,5,0,0,1,9,0,3,0,0,0,2,33.33,66.67,0.0,0.0,0.25,0.5,0.6,0.75,0.381,0.8
25,ANDREW CHAFIN,L,1,4,3,0,0,0,0,0,0,1,1,0,0,0,1,0.0,50.0,50.0,0.0,0.0,0.0,0.25,0.0,0.08,0.25
26,ANDREW CHAFIN,R,1,3,3,2,2,0,0,0,2,1,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.667,0.667,0.667,0.466,0.6666666666666666
27,ANDREW MILLER,L,1,2,1,1,0,0,0,1,4,0,0,1,0,0,0,100.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1.198,2.0
28,ANDREW MILLER,R,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.174,0.0
29,ARCHIE BRADLEY,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0
30,ARCHIE BRADLEY,R,1,4,4,2,2,0,0,0,2,0,0,0,0,0,0,0.0,75.0,25.0,0.0,0.0,0.5,0.5,0.5,0.382,0.5
31,AROLDIS CHAPMAN,R,1,4,4,1,1,0,0,0,1,1,0,0,0,0,0,0.0,66.67,33.33,0.0,0.0,0.25,0.25,0.25,0.179,0.25
32,AUSTIN BRICE,L,1,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,-0.032,0.0
33,AUSTIN BRICE,R,1,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0,0.5,0.0,0.316,0.5
34,BLAINE HARDY,R,1,6,5,2,2,0,0,0,2,1,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.4,0.5,0.4,0.33399999999999996,0.5
35,BLAKE PARKER,L,1,3,2,1,1,0,0,0,1,0,0,0,1,0,0,33.33,33.33,0.0,33.33,0.0,0.5,0.33299999999999996,0.5,0.381,0.3333333333333333
36,BLAKE PARKER,R,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.251,0.5
37,BLAKE SNELL,L,1,3,3,2,1,0,0,1,5,1,0,0,0,0,0,50.0,50.0,0.0,0.0,1.0,0.667,0.667,1.6669999999999998,0.797,1.6666666666666667
38,BLAKE SNELL,R,1,21,19,4,1,1,0,2,11,2,2,0,0,0,0,35.29,29.41,17.65,17.65,0.368,0.21100000000000002,0.28600000000000003,0.579,0.305,0.6190476190476191
39,BLAKE TREINEN,L,2,6,6,0,0,0,0,0,0,3,0,0,0,0,0,33.33,33.33,0.0,33.33,0.0,0.0,0.0,0.0,-0.011000000000000001,0.0
40,BLAKE TREINEN,R,3,9,9,1,1,0,0,0,1,3,0,0,0,0,0,16.67,33.33,33.33,16.67,0.0,0.111,0.111,0.111,0.076,0.1111111111111111
41,BRAD BOXBERGER,L,2,4,4,2,0,1,0,1,6,1,0,0,0,0,0,33.33,0.0,66.67,0.0,1.0,0.5,0.5,1.5,0.659,1.5
42,BRAD BOXBERGER,R,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.201,0.3333333333333333
43,BRAD BRACH,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.023,0.0
44,BRAD BRACH,R,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0
45,BRAD HAND,L,2,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.33299999999999996,0.0,0.18,0.3333333333333333
46,BRAD HAND,R,1,4,3,1,0,1,0,0,2,0,1,0,0,0,0,66.67,0.0,33.33,0.0,0.33299999999999996,0.33299999999999996,0.5,0.667,0.348,0.75
47,BRAD KELLER,L,1,14,13,1,1,0,0,0,1,2,1,0,0,0,0,0.0,45.45,54.55,0.0,0.0,0.077,0.14300000000000002,0.077,0.098,0.14285714285714285
48,BRAD KELLER,R,1,10,10,1,1,0,0,0,1,3,0,0,0,0,0,14.29,71.43,0.0,14.29,0.0,0.1,0.1,0.1,0.07400000000000001,0.1
49,BRANDON BRENNAN,L,3,8,8,0,0,0,0,0,0,3,0,0,0,0,2,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
50,BRANDON BRENNAN,R,3,9,8,3,3,0,0,0,3,1,1,0,0,0,1,0.0,71.43,28.57,0.0,0.0,0.375,0.444,0.375,0.281,0.4444444444444444
51,BRANDON KINTZLER,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.245,0.0
52,BRANDON KINTZLER,R,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0
53,BRANDON WOODRUFF,L,1,7,6,2,1,1,0,0,3,2,1,0,0,0,0,25.0,25.0,50.0,0.0,0.16699999999999998,0.33299999999999996,0.429,0.5,0.33399999999999996,0.5714285714285714
54,BRANDON WOODRUFF,R,1,15,14,4,3,1,0,0,5,3,0,0,0,1,0,16.67,41.67,33.33,8.33,0.071,0.28600000000000003,0.28600000000000003,0.35700000000000004,0.242,0.3333333333333333
55,BRANDON WORKMAN,L,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013999999999999999,0.0
56,BRANDON WORKMAN,R,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.0
57,BRETT ANDERSON,L,1,5,4,0,0,0,0,0,0,2,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.2,0.0,0.115,0.2
58,BRETT ANDERSON,R,1,18,17,3,2,1,0,0,4,2,1,0,0,0,0,13.33,53.33,26.67,6.67,0.059000000000000004,0.17600000000000002,0.222,0.235,0.174,0.2777777777777778
59,BRIAN JOHNSON,L,2,3,3,0,0,0,0,0,0,2,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013000000000000001,0.0
60,BRIAN JOHNSON,R,2,4,3,0,0,0,0,0,0,2,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.25,0.0,0.16699999999999998,0.25
61,BROCK STEWART,L,2,9,7,3,2,0,0,1,6,1,1,0,1,0,1,28.57,42.86,28.57,0.0,0.429,0.429,0.444,0.857,0.41200000000000003,0.7777777777777778
62,BROCK STEWART,R,2,7,6,3,1,2,0,0,5,1,0,0,1,0,0,33.33,66.67,0.0,0.0,0.33299999999999996,0.5,0.429,0.833,0.46299999999999997,0.7142857142857143
63,BRYAN SHAW,L,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,50.0,0.0,50.0,0.0,0.0,0.5,0.5,0.5,0.408,0.5
64,BRYAN SHAW,R,2,4,4,0,0,0,0,0,0,1,0,0,0,0,1,33.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,-0.129,0.0
65,BRYSE WILSON,L,1,6,3,1,0,0,1,0,3,0,3,0,0,0,1,33.33,33.33,33.33,0.0,0.667,0.33299999999999996,0.667,1.0,0.47200000000000003,1.0
66,BRYSE WILSON,R,1,11,10,4,1,2,0,1,9,3,1,0,0,0,0,42.86,28.57,28.57,0.0,0.5,0.4,0.455,0.9,0.442,0.9090909090909092
67,BUCK FARMER,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0
68,BUCK FARMER,R,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,50.0,0.0,50.0,0.0,0.0,0.33299999999999996,0.0,0.20199999999999999,0.3333333333333333
69,CALEB FERGUSON,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0
70,CALEB FERGUSON,R,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006,0.0
71,CAM BEDROSIAN,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009000000000000001,0.0
72,CAM BEDROSIAN,R,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009000000000000001,0.0
73,CARL EDWARDS JR.,L,1,3,1,1,0,0,0,1,4,0,2,0,0,0,0,100.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,0.8240000000000001,2.0
74,CARL EDWARDS JR.,R,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.629,1.0
75,CARLOS RODON,L,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.315,0.0
76,CARLOS RODON,R,1,20,19,3,2,0,1,0,5,6,1,0,0,0,0,7.69,30.77,30.77,30.77,0.105,0.158,0.2,0.263,0.242,0.3
77,CHAD GREEN,L,1,2,2,1,0,1,0,0,2,1,0,0,0,0,0,0.0,0.0,100.0,0.0,0.5,0.5,0.5,1.0,0.449,1.0
78,CHAD GREEN,R,1,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.225,0.3333333333333333
79,CHAD SOBOTKA,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.0
80,CHAD SOBOTKA,R,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006999999999999999,0.0
81,CHARLIE MORTON,L,1,6,5,2,1,1,0,0,3,1,0,1,0,0,0,25.0,25.0,50.0,0.0,0.2,0.4,0.5,0.6,0.39799999999999996,0.5
82,CHARLIE MORTON,R,1,14,12,1,1,0,0,0,1,7,2,0,0,0,0,40.0,20.0,0.0,40.0,0.0,0.083,0.214,0.083,0.139,0.21428571428571427
83,CHASE ANDERSON,L,1,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,50.0,50.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.258,0.3333333333333333
84,CHASE ANDERSON,R,1,7,5,1,0,1,0,0,2,2,2,0,0,0,0,33.33,33.33,0.0,33.33,0.2,0.2,0.429,0.4,0.308,0.5714285714285714
85,CHAZ ROE,R,2,6,5,1,1,0,0,0,1,0,1,0,0,0,0,0.0,60.0,40.0,0.0,0.0,0.2,0.33299999999999996,0.2,0.22899999999999998,0.3333333333333333
86,CHRIS DEVENSKI,L,1,5,5,2,1,1,0,0,3,3,0,0,0,0,0,0.0,100.0,0.0,0.0,0.2,0.4,0.4,0.6,0.37,0.6
87,CHRIS DEVENSKI,R,1,4,3,1,1,0,0,0,1,0,0,0,0,1,0,50.0,50.0,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.223,0.25
88,CHRIS SALE,L,1,6,6,2,1,0,1,0,4,2,0,0,0,0,0,0.0,50.0,50.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,0.353,0.6666666666666666
89,CHRIS SALE,R,1,12,8,4,0,1,0,3,14,2,2,1,1,0,0,71.43,14.29,14.29,0.0,1.25,0.5,0.583,1.75,0.7859999999999999,1.3333333333333333
90,CODY ALLEN,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-0.009000000000000001,0.0
91,CODY ALLEN,R,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.33299999999999996,0.0,0.212,0.3333333333333333
92,COLLIN MCHUGH,L,1,13,12,2,1,1,0,0,3,6,1,0,0,0,0,0.0,66.67,33.33,0.0,0.083,0.16699999999999998,0.231,0.25,0.171,0.3076923076923077
93,COLLIN MCHUGH,R,1,6,6,1,0,1,0,0,2,3,0,0,0,0,0,0.0,66.67,33.33,0.0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996,0.175,0.3333333333333333
94,COLTEN BREWER,L,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.19399999999999998,0.3333333333333333
95,COLTEN BREWER,R,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.326,0.5
96,COREY KLUBER,L,1,15,14,1,0,1,0,0,2,4,1,0,0,0,0,40.0,40.0,10.0,10.0,0.071,0.071,0.133,0.14300000000000002,0.11800000000000001,0.2
97,COREY KLUBER,R,1,12,11,3,2,1,0,0,4,1,0,1,0,0,0,60.0,0.0,40.0,0.0,0.091,0.273,0.33299999999999996,0.364,0.251,0.3333333333333333
98,CORY GEARRIN,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.0
99,CORY GEARRIN,R,3,9,8,1,1,0,0,0,1,3,1,0,0,0,1,40.0,40.0,20.0,0.0,0.0,0.125,0.222,0.125,0.105,0.2222222222222222
100,CRAIG STAMMEN,L,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50.0,25.0,25.0,0.0,0.0,0.0,0.0,0.003,0.0
101,D.J. JOHNSON,L,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034,0.0
102,D.J. JOHNSON,R,2,7,7,3,3,0,0,0,3,0,0,0,0,0,0,28.57,28.57,42.86,0.0,0.0,0.429,0.429,0.429,0.365,0.42857142857142855
103,DAKOTA HUDSON,L,1,18,16,7,4,0,0,3,16,5,2,0,0,0,0,27.27,54.55,18.18,0.0,0.563,0.43799999999999994,0.5,1.0,0.5379999999999999,1.0
104,DAKOTA HUDSON,R,1,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
105,DAN ALTAVILLA,R,1,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.5,0.667,0.5,0.449,0.6666666666666666
106,DANIEL HUDSON,L,1,2,2,2,0,1,0,1,6,0,0,0,0,0,0,50.0,0.0,50.0,0.0,2.0,1.0,1.0,3.0,1.206,3.0
107,DANIEL HUDSON,R,2,8,7,1,1,0,0,0,1,4,0,1,0,0,0,33.33,33.33,0.0,33.33,0.0,0.14300000000000002,0.25,0.14300000000000002,0.16699999999999998,0.125
108,DANIEL NORRIS,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0
109,DANIEL NORRIS,R,1,10,7,2,1,1,0,0,3,0,2,0,0,1,0,50.0,50.0,0.0,0.0,0.14300000000000002,0.28600000000000003,0.444,0.429,0.306,0.5
110,DAVID HERNANDEZ,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0
111,DAVID HERNANDEZ,R,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5489999999999999,1.0
112,DAVID HESS,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
113,DAVID HESS,R,1,7,5,1,1,0,0,0,1,2,2,0,0,0,0,0.0,0.0,66.67,33.33,0.0,0.2,0.429,0.2,0.265,0.42857142857142855
114,DAVID ROBERTSON,L,2,6,6,2,1,1,0,0,3,1,0,0,0,0,1,20.0,60.0,20.0,0.0,0.16699999999999998,0.33299999999999996,0.33299999999999996,0.5,0.24100000000000002,0.5
115,DAVID ROBERTSON,R,2,5,3,2,1,0,0,1,5,0,2,0,0,0,0,33.33,33.33,33.33,0.0,1.0,0.667,0.8,1.6669999999999998,0.726,1.4
116,DERECK RODRIGUEZ,L,1,7,7,1,1,0,0,0,1,2,0,0,0,0,0,0.0,60.0,40.0,0.0,0.0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.111,0.14285714285714285
117,DERECK RODRIGUEZ,R,1,12,12,3,2,1,0,0,4,0,0,0,0,0,1,41.67,33.33,25.0,0.0,0.083,0.25,0.25,0.33299999999999996,0.252,0.3333333333333333
118,DEREK HOLLAND,L,1,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.25,0.0,0.142,0.25
119,DEREK HOLLAND,R,1,14,12,4,2,1,0,1,8,4,1,1,0,0,1,37.5,12.5,50.0,0.0,0.33299999999999996,0.33299999999999996,0.429,0.667,0.35600000000000004,0.6428571428571429
120,DIEGO CASTILLO,L,1,3,3,1,1,0,0,0,1,0,0,0,0,0,1,0.0,66.67,33.33,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.141,0.3333333333333333
121,DIEGO CASTILLO,R,1,4,4,1,1,0,0,0,1,1,0,0,0,0,0,0.0,66.67,33.33,0.0,0.0,0.25,0.25,0.25,0.19399999999999998,0.25
122,DOMINIC LEONE,L,2,7,7,0,0,0,0,0,0,1,0,0,0,0,0,50.0,33.33,0.0,16.67,0.0,0.0,0.0,0.0,-0.011000000000000001,0.0
123,DOMINIC LEONE,R,2,4,2,0,0,0,0,0,0,1,2,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.5,0.0,0.295,0.5
124,DREW STECKENRIDER,L,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.314,0.5
