Unnamed: 0,NAME,HAND_pit,G_SIDE_pit,PA_SIDE_pit,AB_SIDE_pit,H_SIDE_pit,1B_SIDE_pit,2B_SIDE_pit,3B_SIDE_pit,HR_SIDE_pit,TB_SIDE_pit,SO_SIDE_pit,BB_SIDE_pit,HBP_SIDE_pit,SF_SIDE_pit,SH_SIDE_pit,DP_SIDE_pit,FB%_SIDE_pit,GB%_SIDE_pit,LD%_SIDE_pit,POP%_SIDE_pit,ISO_SIDE_pit,AVG_SIDE_pit,OBP_SIDE_pit,SLG_SIDE_pit,TAV_SIDE_pit,BASES_VS_AB_pit
380,RAISEL IGLESIAS,L,1,4,2,1,0,0,0,1,4,0,2,0,0,0,0,100.0,0.0,0.0,0.0,1.5,0.5,0.75,2.0,0.685,1.5
381,RAISEL IGLESIAS,R,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.02,0.0
382,RANDY ROSARIO,L,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0
383,RANDY ROSARIO,R,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0
384,REED GARRETT,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0
385,REED GARRETT,R,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0
386,REYES MORONTA,L,1,2,2,1,0,1,0,0,2,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.5,0.5,0.5,1.0,0.498,1.0
387,REYES MORONTA,R,1,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0
388,REYNALDO LOPEZ,L,1,10,8,4,3,1,0,0,5,1,1,1,0,0,0,28.57,14.29,28.57,28.57,0.125,0.5,0.6,0.625,0.429,0.6
389,REYNALDO LOPEZ,R,1,12,9,2,1,1,0,0,3,1,3,0,0,0,1,50.0,37.5,0.0,12.5,0.111,0.222,0.41700000000000004,0.33299999999999996,0.276,0.5
390,RICHARD BLEIER,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0
391,RICHARD BLEIER,R,1,3,3,3,1,1,0,1,7,0,0,0,0,0,0,33.33,0.0,66.67,0.0,1.3330000000000002,1.0,1.0,2.333,0.976,2.333333333333333
392,RICHARD RODRIGUEZ,L,1,3,2,1,0,0,0,1,4,0,1,0,0,0,0,100.0,0.0,0.0,0.0,1.5,0.5,0.667,2.0,0.713,1.6666666666666667
393,RICHARD RODRIGUEZ,R,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0
394,ROBBIE ERLIN,L,1,4,3,1,1,0,0,0,1,1,1,0,0,0,0,0.0,0.0,50.0,50.0,0.0,0.33299999999999996,0.5,0.33299999999999996,0.32299999999999995,0.5
395,ROBBIE ERLIN,R,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0
396,ROBBIE RAY,L,1,5,5,1,1,0,0,0,1,3,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.2,0.2,0.2,0.14300000000000002,0.2
397,ROBBIE RAY,R,1,18,11,2,1,0,0,1,5,6,5,0,0,2,0,28.57,42.86,0.0,28.57,0.273,0.182,0.43799999999999994,0.455,0.332,0.5555555555555556
398,ROBERT STOCK,L,2,3,3,1,0,1,0,0,2,1,0,0,0,0,0,0.0,100.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,0.324,0.6666666666666666
399,ROBERT STOCK,R,2,5,4,1,1,0,0,0,1,1,1,0,0,0,0,33.33,66.67,0.0,0.0,0.0,0.25,0.4,0.25,0.27,0.4
400,ROBERTO OSUNA,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0
401,ROBERTO OSUNA,R,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0
402,ROENIS ELIAS,L,2,3,3,1,1,0,0,0,1,1,0,0,0,0,0,50.0,0.0,50.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.249,0.3333333333333333
403,ROENIS ELIAS,R,3,12,11,2,1,1,0,0,3,3,1,0,0,0,0,12.5,50.0,25.0,12.5,0.091,0.182,0.25,0.273,0.19899999999999998,0.3333333333333333
404,ROSS STRIPLING,L,1,16,15,3,3,0,0,0,3,5,1,0,0,0,0,10.0,70.0,10.0,10.0,0.0,0.2,0.25,0.2,0.177,0.25
405,ROSS STRIPLING,R,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,0.006,0.0
406,RUSSELL MARTIN,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0
407,RUSSELL MARTIN,R,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0
408,RYAN BUCHTER,L,3,5,3,1,1,0,0,0,1,0,1,1,0,0,0,66.67,0.0,33.33,0.0,0.0,0.33299999999999996,0.6,0.33299999999999996,0.396,0.4
409,RYAN BUCHTER,R,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6409999999999999,1.0
410,RYAN BURR,L,1,3,3,1,0,0,1,0,3,0,0,0,0,0,0,0.0,66.67,33.33,0.0,0.667,0.33299999999999996,0.33299999999999996,1.0,0.425,1.0
411,RYAN BURR,R,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5529999999999999,1.0
412,RYAN DULL,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
413,RYAN DULL,R,1,4,3,2,0,1,0,1,6,1,1,0,0,0,0,50.0,0.0,50.0,0.0,1.3330000000000002,0.667,0.75,2.0,0.863,1.75
414,RYAN PRESSLY,L,1,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0
415,RYAN PRESSLY,R,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,1.0,0.725,1.0
416,RYNE STANEK,L,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0.0,66.67,0.0,0.0,0.0,0.0,0.0,-0.001,0.0
417,RYNE STANEK,R,1,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0.0,50.0,0.0,50.0,0.0,0.0,0.25,0.0,0.142,0.25
418,SAM DYSON,L,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
419,SAM DYSON,R,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0
420,SCOTT ALEXANDER,L,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006,0.0
421,SCOTT ALEXANDER,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0
422,SCOTT OBERG,L,1,1,1,1,0,0,0,1,4,0,0,0,0,0,0,100.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1.9869999999999999,4.0
423,SCOTT OBERG,R,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032,0.0
424,SERANTHONY DOMINGUEZ,L,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.289,0.5
425,SERANTHONY DOMINGUEZ,R,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006,0.0
426,SERGIO ROMO,L,1,5,4,3,2,1,0,0,4,0,1,0,0,0,0,25.0,25.0,50.0,0.0,0.25,0.75,0.8,1.0,0.71,1.0
427,SERGIO ROMO,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,-0.031,0.0
428,SETH LUGO,L,1,4,3,0,0,0,0,0,0,2,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.153,0.25
429,SETH LUGO,R,2,7,5,1,0,1,0,0,2,3,1,1,0,0,0,0.0,50.0,50.0,0.0,0.2,0.2,0.429,0.4,0.316,0.42857142857142855
430,SEUNG HWAN OH,R,1,4,4,1,0,0,0,1,4,1,0,0,0,0,0,33.33,33.33,33.33,0.0,0.75,0.25,0.25,1.0,0.473,1.0
431,SHANE CARLE,L,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.317,0.5
432,SHANE CARLE,R,1,3,2,1,0,0,0,1,4,0,1,0,0,0,0,100.0,0.0,0.0,0.0,1.5,0.5,0.667,2.0,0.7759999999999999,1.6666666666666667
433,SHANE GREENE,L,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0
434,SHANE GREENE,R,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0
435,SHAWN KELLEY,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0
436,SHAWN KELLEY,R,2,4,4,0,0,0,0,0,0,2,0,0,0,0,0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0
437,SPENCER TURNBULL,L,1,11,9,3,2,0,0,1,6,3,1,1,0,0,0,0.0,33.33,66.67,0.0,0.33299999999999996,0.33299999999999996,0.455,0.667,0.366,0.6363636363636364
438,SPENCER TURNBULL,R,1,10,9,1,0,1,0,0,2,2,1,0,0,0,0,28.57,28.57,14.29,28.57,0.111,0.111,0.2,0.222,0.161,0.3
439,STEPHEN STRASBURG,L,1,15,12,3,2,0,1,0,5,4,2,0,0,1,0,33.33,44.44,22.22,0.0,0.16699999999999998,0.25,0.35700000000000004,0.41700000000000004,0.27399999999999997,0.4666666666666667
440,STEPHEN STRASBURG,R,1,12,12,4,2,2,0,0,6,4,0,0,0,0,0,0.0,62.5,37.5,0.0,0.16699999999999998,0.33299999999999996,0.33299999999999996,0.5,0.28300000000000003,0.5
441,STEVE CISHEK,R,1,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.5,0.5,0.5,0.325,0.5
442,TAYLOR ROGERS,L,2,3,3,1,1,0,0,0,1,1,0,0,0,0,0,50.0,0.0,50.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.251,0.3333333333333333
443,TAYLOR ROGERS,R,2,5,5,0,0,0,0,0,0,2,0,0,0,0,0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0
444,TAYLOR WILLIAMS,L,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013000000000000001,0.0
445,TAYLOR WILLIAMS,R,1,4,4,2,1,0,0,1,5,0,0,0,0,0,0,25.0,50.0,25.0,0.0,0.75,0.5,0.5,1.25,0.654,1.25
446,TAYRON GUERRERO,L,2,3,3,0,0,0,0,0,0,2,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051,0.0
447,TAYRON GUERRERO,R,2,4,4,2,2,0,0,0,2,1,0,0,0,0,0,33.33,33.33,33.33,0.0,0.0,0.5,0.5,0.5,0.444,0.5
448,TIM HILL,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.006,0.0
449,TIM MAYZA,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0
450,TIM MAYZA,R,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.314,0.5
451,TONY SIPP,L,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0
452,TONY SIPP,R,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.544,1.0
453,TONY WATSON,L,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.708,1.0
454,TONY WATSON,R,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0.0,75.0,0.0,25.0,0.0,0.25,0.25,0.25,0.191,0.25
455,TRAVIS BERGEN,L,1,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,2.0,0.966,2.0
456,TRAVIS BERGEN,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0
457,TREVOR BAUER,L,1,11,10,1,0,0,1,0,3,4,1,0,0,0,0,50.0,16.67,0.0,33.33,0.2,0.1,0.182,0.3,0.17,0.3636363636363637
458,TREVOR BAUER,R,1,12,11,0,0,0,0,0,0,5,0,1,0,0,1,33.33,50.0,16.67,0.0,0.0,0.0,0.083,0.0,0.026000000000000002,0.0
459,TREVOR CAHILL,L,1,6,6,3,2,0,1,0,5,0,0,0,0,0,0,66.67,0.0,33.33,0.0,0.33299999999999996,0.5,0.5,0.833,0.478,0.8333333333333334
460,TREVOR CAHILL,R,1,19,17,3,0,1,0,2,10,3,1,0,1,0,0,33.33,26.67,26.67,13.33,0.41200000000000003,0.17600000000000002,0.21100000000000002,0.588,0.295,0.5789473684210527
461,TREVOR GOTT,L,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.282,0.5
462,TREVOR GOTT,R,1,7,5,3,2,1,0,0,4,2,1,0,1,0,0,50.0,25.0,25.0,0.0,0.2,0.6,0.5710000000000001,0.8,0.49700000000000005,0.7142857142857143
463,TREVOR MAY,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
464,TREVOR MAY,R,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.615,1.0
465,TREVOR RICHARDS,L,1,13,12,3,2,1,0,0,4,1,1,0,0,0,0,27.27,45.45,27.27,0.0,0.083,0.25,0.308,0.33299999999999996,0.249,0.38461538461538464
466,TREVOR RICHARDS,R,1,11,10,1,1,0,0,0,1,3,1,0,0,0,0,28.57,42.86,28.57,0.0,0.0,0.1,0.182,0.1,0.11699999999999999,0.18181818181818185
467,TREVOR ROSENTHAL,L,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,1.0,0.7240000000000001,1.0
468,TREVOR ROSENTHAL,R,1,3,2,2,2,0,0,0,2,0,1,0,0,0,0,0.0,50.0,50.0,0.0,0.0,1.0,1.0,1.0,0.624,1.0
469,TREY WINGENTER,L,2,4,4,0,0,0,0,0,0,1,0,0,0,0,0,66.67,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0
470,TREY WINGENTER,R,2,2,2,2,1,1,0,0,3,0,0,0,0,0,0,0.0,50.0,50.0,0.0,0.5,1.0,1.0,1.5,0.8140000000000001,1.5
471,TY BUTTREY,L,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011000000000000001,0.0
472,TY BUTTREY,R,1,3,3,2,2,0,0,0,2,0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,0.667,0.667,0.667,0.364,0.6666666666666666
473,TYLER ANDERSON,L,1,4,3,1,1,0,0,0,1,0,0,0,1,0,0,50.0,25.0,25.0,0.0,0.0,0.33299999999999996,0.25,0.33299999999999996,0.324,0.25
474,TYLER ANDERSON,R,1,20,20,8,4,4,0,0,12,3,0,0,0,0,0,11.76,47.06,41.18,0.0,0.2,0.4,0.4,0.6,0.391,0.6
475,TYLER GLASNOW,L,1,6,6,2,2,0,0,0,2,0,0,0,0,0,0,16.67,66.67,16.67,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.24100000000000002,0.3333333333333333
476,TYLER GLASNOW,R,1,14,13,4,3,0,0,1,7,4,1,0,0,0,1,0.0,77.78,11.11,11.11,0.231,0.308,0.35700000000000004,0.5379999999999999,0.289,0.5714285714285714
477,TYLER KINLEY,L,2,3,3,1,1,0,0,0,1,1,0,0,0,0,0,50.0,50.0,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.28300000000000003,0.3333333333333333
478,TYLER KINLEY,R,2,4,4,1,1,0,0,0,1,2,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.25,0.25,0.25,0.22399999999999998,0.25
479,TYLER OLSON,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
480,TYLER THORNBURG,L,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013999999999999999,0.0
481,TYLER THORNBURG,R,2,8,7,2,0,1,0,1,6,2,1,0,0,0,0,60.0,0.0,20.0,20.0,0.5710000000000001,0.28600000000000003,0.375,0.857,0.426,0.875
482,VICTOR ALCANTARA,L,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0
483,VICTOR ALCANTARA,R,2,5,4,1,1,0,0,0,1,2,0,1,0,0,0,0.0,0.0,50.0,50.0,0.0,0.25,0.4,0.25,0.276,0.2
484,WANDER SUERO,L,1,3,3,2,1,1,0,0,3,1,0,0,0,0,0,0.0,0.0,100.0,0.0,0.33299999999999996,0.667,0.667,1.0,0.556,1.0
485,WANDER SUERO,R,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.17300000000000001,0.3333333333333333
486,WES PARSONS,L,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006,0.0
487,WES PARSONS,R,1,5,4,1,0,0,0,1,4,2,1,0,0,0,0,0.0,50.0,50.0,0.0,0.75,0.25,0.4,1.0,0.455,1.0
488,WILL HARRIS,L,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.5,0.5,0.5,0.39,0.5
489,WILL HARRIS,R,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0
490,WILL SMITH,R,1,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0
491,WILY PERALTA,L,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.645,1.0
492,WILY PERALTA,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.025,0.0
493,YIMI GARCIA,L,2,6,4,0,0,0,0,0,0,2,2,0,0,0,0,50.0,50.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.168,0.3333333333333333
494,YIMI GARCIA,R,2,5,4,2,0,1,0,1,6,1,1,0,0,0,0,66.67,0.0,33.33,0.0,1.0,0.5,0.6,1.5,0.662,1.4
495,YOAN LOPEZ,L,1,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.5,0.667,0.5,0.45299999999999996,0.6666666666666666
496,YOAN LOPEZ,R,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0
497,YOSHIHISA HIRANO,L,1,3,3,2,2,0,0,0,2,0,0,0,0,0,0,0.0,66.67,33.33,0.0,0.0,0.667,0.667,0.667,0.466,0.6666666666666666
498,YOSHIHISA HIRANO,R,1,3,2,1,0,1,0,0,2,1,1,0,0,0,0,0.0,0.0,100.0,0.0,0.5,0.5,0.667,1.0,0.551,1.0
499,YU DARVISH,L,1,12,8,2,1,0,0,1,5,4,4,0,0,0,0,25.0,50.0,25.0,0.0,0.375,0.25,0.5,0.625,0.36,0.75
500,YU DARVISH,R,1,4,1,0,0,0,0,0,0,0,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.392,0.75
501,YUSEI KIKUCHI,L,2,9,9,1,1,0,0,0,1,3,0,0,0,0,1,16.67,66.67,16.67,0.0,0.0,0.111,0.111,0.111,0.13,0.1111111111111111
502,YUSEI KIKUCHI,R,2,32,31,7,5,0,0,2,13,5,1,0,0,0,0,26.92,34.62,19.23,19.23,0.19399999999999998,0.226,0.25,0.419,0.247,0.4375
503,YUSMEIRO PETIT,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
504,YUSMEIRO PETIT,R,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.193,0.3333333333333333
505,ZAC ROSSCUP,L,3,6,3,0,0,0,0,0,0,2,3,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.42,0.5
506,ZAC ROSSCUP,R,4,12,10,3,2,0,0,1,6,3,2,0,0,0,0,14.29,57.14,28.57,0.0,0.3,0.3,0.41700000000000004,0.6,0.452,0.6666666666666666
507,ZACH DUKE,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0
508,ZACH DUKE,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0
509,ZACK BRITTON,R,1,5,4,1,1,0,0,0,1,0,1,0,0,0,0,25.0,75.0,0.0,0.0,0.0,0.25,0.4,0.25,0.25,0.4
510,ZACK GODLEY,L,1,12,10,4,2,0,0,2,10,2,2,0,0,0,0,50.0,25.0,25.0,0.0,0.6,0.4,0.5,1.0,0.491,1.0
511,ZACK GODLEY,R,1,15,13,4,3,1,0,0,5,1,0,1,0,1,1,23.08,38.46,38.46,0.0,0.077,0.308,0.35700000000000004,0.385,0.255,0.3333333333333333
512,ZACK GREINKE,L,1,10,9,4,1,1,0,2,11,3,1,0,0,0,0,33.33,33.33,33.33,0.0,0.778,0.444,0.5,1.222,0.5670000000000001,1.2
513,ZACK GREINKE,R,1,10,8,3,1,0,0,2,9,0,1,0,0,1,0,33.33,55.56,11.11,0.0,0.75,0.375,0.444,1.125,0.507,1.0
